date,fx,upDown,IR2,Up/Down (2),IR5,Up/Down (5),IR10,Up/Down (10)
31/10/2008,1.6076,0,0.577,0,0.1493,0,-0.229,1
03/11/2008,1.5819,1,0.642,0,0.2356,0,-0.2151,0
04/11/2008,1.5956,0,0.6411,0,0.3581,1,-0.0477,1
05/11/2008,1.591,0,0.5972,0,0.304,0,-0.0779,0
06/11/2008,1.5628,1,0.4604,0,0.2267,0,-0.1636,0
07/11/2008,1.5643,0,0.3702,0,0.0516,0,-0.4029,0
10/11/2008,1.5604,0,0.5162,1,0.1885,1,-0.3462,1
12/11/2008,1.4964,0,0.356,0,0.1708,0,-0.3386,1
13/11/2008,1.4841,0,0.243,0,0.0632,0,-0.5615,0
14/11/2008,1.474,1,0.1764,0,0.1093,1,-0.4639,1
17/11/2008,1.4989,0,0.1402,0,0.1352,1,-0.3444,1
18/11/2008,1.4958,0,0.1703,1,0.1842,1,-0.2503,1
19/11/2008,1.4952,0,0.2886,1,0.3855,1,-0.0765,1
20/11/2008,1.4727,1,0.2222,0,0.3742,0,0.0759,1
21/11/2008,1.4925,1,0.0854,0,0.2005,0,-0.1394,0
24/11/2008,1.5183,1,0.0837,0,0.1064,0,-0.1876,0
25/11/2008,1.5472,0,0.2035,1,0.3217,1,-0.0378,1
26/11/2008,1.5326,1,0.3336,1,0.3374,1,0.0076,1
28/11/2008,1.5377,0,0.4253,1,0.4896,1,0.048,1
01/12/2008,1.4884,1,0.3386,0,0.5372,1,0.1291,1
02/12/2008,1.492,0,0.0799,0,0.4033,0,0.0096,0
03/12/2008,1.4784,0,-0.0036,0,0.3559,0,-0.0285,0
04/12/2008,1.468,1,0.2021,1,0.5558,1,0.1087,1
05/12/2008,1.4685,1,0.1256,0,0.4097,0,-0.0847,0
08/12/2008,1.4915,0,0.2221,1,0.5792,1,0.0482,1
09/12/2008,1.475,1,0.2612,1,0.7064,1,0.1371,1
10/12/2008,1.4785,1,0.1998,0,0.7496,1,0.0876,0
11/12/2008,1.5036,0,0.2202,1,0.777,1,0.1991,1
12/12/2008,1.4944,1,0.1572,0,0.7271,0,0.2275,1
15/12/2008,1.5306,1,0.1079,0,0.7041,0,0.1593,0
16/12/2008,1.5581,0,0.1347,1,0.8399,1,0.3432,1
17/12/2008,1.5536,0,-0.1457,0,0.5939,0,0.2345,0
18/12/2008,1.5015,0,-0.2037,0,0.5967,1,0.2962,1
19/12/2008,1.492,0,-0.2598,0,0.4962,0,0.2549,0
22/12/2008,1.4825,0,-0.3901,0,0.3786,0,0.16,0
23/12/2008,1.4724,1,-0.4995,0,0.3537,0,0.1511,0
24/12/2008,1.4731,0,-0.5506,0,0.2029,0,0.07,0
29/12/2008,1.4392,1,-0.3895,1,0.3115,1,0.2011,1
30/12/2008,1.4409,1,-0.4132,0,0.2757,0,0.236,1
31/12/2008,1.4593,0,-0.3163,0,0.2831,0,0.2077,0
02/01/2009,1.4548,1,-0.4064,0,0.1663,0,0.0662,0
05/01/2009,1.47,1,0.4804,1,0.5488,1,0.0728,1
06/01/2009,1.4917,1,0.4555,0,0.5944,1,0.2156,1
07/01/2009,1.5095,1,0.3719,0,0.5468,0,0.1908,0
08/01/2009,1.5216,0,0.256,0,0.5418,0,0.1802,0
09/01/2009,1.5164,0,0.2583,1,0.5692,1,0.145,0
12/01/2009,1.4822,0,0.2265,0,0.6359,1,0.2346,1
13/01/2009,1.4501,1,0.2577,1,0.7053,1,0.3146,1
14/01/2009,1.4612,1,0.265,1,0.7381,1,0.3207,1
15/01/2009,1.4632,1,0.2392,0,0.7214,0,0.3345,1
16/01/2009,1.4733,0,0.284,1,0.7309,1,0.3783,1
20/01/2009,1.3928,1,0.2465,0,0.8062,1,0.5379,1
21/01/2009,1.3955,0,0.0748,0,0.6031,0,0.308,0
22/01/2009,1.3877,0,0.1387,1,0.6426,1,0.3128,1
23/01/2009,1.3804,1,0.0685,0,0.6789,1,0.4688,1
26/01/2009,1.3993,1,0.0352,0,0.6495,0,0.4549,0
27/01/2009,1.4129,1,0.0909,1,0.7169,1,0.5406,1
28/01/2009,1.4247,1,-0.0218,0,0.5433,0,0.3775,0
29/01/2009,1.4301,1,-0.0883,0,0.4127,0,0.2284,0
30/01/2009,1.454,0,-0.0453,1,0.3799,0,0.2637,1
02/02/2009,1.4264,1,0.0301,1,0.502,1,0.3734,1
03/02/2009,1.4458,1,0.0816,1,0.385,0,0.265,0
04/02/2009,1.4468,1,0.1075,1,0.3721,0,0.2367,0
05/02/2009,1.461,1,0.1043,0,0.3438,0,0.205,0
06/02/2009,1.4787,1,0.0909,0,0.2931,0,0.1433,0
09/02/2009,1.4898,0,0.0627,0,0.301,1,0.3806,1
10/02/2009,1.4542,0,0.143,1,0.46,1,0.4394,1
11/02/2009,1.4397,0,-0.1801,0,0.2248,0,0.2583,0
12/02/2009,1.4269,1,-0.2981,0,0.0698,0,0.0946,0
13/02/2009,1.4355,0,-0.241,1,0.0703,1,0.0686,0
17/02/2009,1.4238,0,-0.1048,1,0.2465,1,0.1671,1
18/02/2009,1.4211,1,-0.067,1,0.161,0,0.0326,0
19/02/2009,1.4294,1,-0.0946,0,0.1785,1,0.0559,1
20/02/2009,1.4433,1,-0.0592,1,0.1626,0,0.0271,0
23/02/2009,1.4487,0,-0.0061,1,0.2006,1,0.1044,1
24/02/2009,1.4481,0,-0.1132,0,0.0515,0,0.0199,0
25/02/2009,1.4201,1,-0.2435,0,-0.0627,0,-0.0683,0
26/02/2009,1.4317,1,-0.1944,1,-0.0222,1,0.0502,1
27/02/2009,1.4318,0,-0.1301,1,0.0351,1,0.0099,0
02/03/2009,1.4055,0,-0.1031,1,0.1322,1,0.0976,1
03/03/2009,1.405,1,-0.202,0,0.0388,0,0.0799,0
04/03/2009,1.4194,0,-0.2757,0,-0.0307,0,0.0685,0
05/03/2009,1.4118,0,-0.2779,0,-0.094,0,-0.0535,0
06/03/2009,1.4094,0,-0.28,0,-0.3823,0,-0.4077,0
09/03/2009,1.3776,0,-0.2091,1,-0.284,1,-0.3319,1
10/03/2009,1.3753,1,-0.2996,0,-0.432,0,-0.4914,0
11/03/2009,1.3874,1,-0.2247,1,-0.3902,1,-0.4128,1
12/03/2009,1.3939,1,-0.2358,0,-0.3751,1,-0.5025,0
13/03/2009,1.4002,1,-0.1648,1,-0.319,1,-0.5412,0
16/03/2009,1.4064,0,-0.1384,1,-0.2971,1,-0.5189,1
17/03/2009,1.4037,1,-0.16,0,-0.3278,0,-0.5366,0
18/03/2009,1.4275,1,0.0508,1,0.1334,1,-0.019,1
19/03/2009,1.4506,0,-0.0677,0,0.0143,0,-0.1683,0
20/03/2009,1.4465,1,-0.1268,0,0.0039,0,-0.2064,0
23/03/2009,1.4572,1,-0.1663,0,0.0372,1,-0.1153,1
24/03/2009,1.4681,0,-0.2376,0,0.1594,1,0.032,1
25/03/2009,1.4552,0,-0.3021,0,0.0153,0,-0.1034,0
26/03/2009,1.4453,0,-0.2246,1,0.0996,1,-0.0289,1
27/03/2009,1.432,0,-0.2126,1,0.0795,0,-0.0711,0
30/03/2009,1.4266,1,-0.2394,0,0.0562,0,-0.1327,0
31/03/2009,1.4323,1,0.397,1,0.7009,1,0.5031,1
01/04/2009,1.4468,1,0.3522,1,0.649,1,0.4771,1
02/04/2009,1.4725,1,0.4691,1,0.7733,1,0.6068,1
03/04/2009,1.4836,0,0.4563,0,0.7078,0,0.5387,0
06/04/2009,1.477,0,0.5432,1,0.7177,1,0.5197,0
07/04/2009,1.4731,0,0.5511,1,0.763,1,0.5445,1
08/04/2009,1.4716,0,0.463,0,0.6868,0,0.4951,0
09/04/2009,1.468,1,0.4166,0,0.5733,0,0.3643,0
14/04/2009,1.4895,1,0.4623,1,0.6641,1,0.4275,1
15/04/2009,1.4997,0,0.5112,1,0.7576,1,0.4926,1
16/04/2009,1.4925,0,0.4248,0,0.6512,0,0.4077,0
17/04/2009,1.4797,0,0.4667,1,0.6391,0,0.4119,1
20/04/2009,1.4539,1,0.4285,0,0.5766,0,0.3791,0
21/04/2009,1.4673,0,0.513,1,0.5967,1,0.4141,1
22/04/2009,1.4492,1,0.4805,0,0.6419,1,0.5063,1
23/04/2009,1.4722,0,0.368,0,0.6326,0,0.5987,1
24/04/2009,1.4678,0,0.273,0,0.53,0,0.4967,0
27/04/2009,1.4645,0,0.3231,1,0.6067,1,0.5757,1
28/04/2009,1.4633,1,0.1569,0,0.4425,0,0.4487,0
29/04/2009,1.4772,1,0.1179,0,0.3248,0,0.3477,0
30/04/2009,1.479,1,0.1563,1,0.3636,1,0.3823,1
01/05/2009,1.4921,1,0.1742,0,0.3984,0,0.3997,0
05/05/2009,1.509,1,0.1373,0,0.3787,0,0.3958,0
06/05/2009,1.5136,0,0.2012,1,0.4253,1,0.4438,1
07/05/2009,1.5018,1,0.1871,0,0.3308,0,0.3439,0
08/05/2009,1.5234,0,0.2387,1,0.3979,1,0.4434,1
11/05/2009,1.5117,1,0.26,1,0.4509,1,0.4926,1
12/05/2009,1.5271,0,0.292,1,0.4908,1,0.4883,0
13/05/2009,1.5157,1,0.1841,0,0.4301,0,0.3995,0
14/05/2009,1.5238,0,0.1813,0,0.431,1,0.3916,0
15/05/2009,1.518,1,0.2163,1,0.4599,1,0.4029,1
18/05/2009,1.5348,1,0.1086,0,0.3183,0,0.25,0
19/05/2009,1.5477,1,0.1469,1,0.3671,1,0.257,1
20/05/2009,1.5755,1,0.2337,1,0.5419,1,0.3868,1
21/05/2009,1.5844,1,0.1863,0,0.3985,0,0.3006,0
22/05/2009,1.5934,0,0.1709,0,0.333,0,0.2775,0
26/05/2009,1.5926,1,0.1031,0,0.1598,0,0.1343,0
27/05/2009,1.5955,0,0.1141,1,0.097,0,0.0069,0
28/05/2009,1.5945,1,0.1459,1,0.159,1,0.1878,1
29/05/2009,1.619,1,0.1644,1,0.2171,1,0.2876,1
01/06/2009,1.6443,1,0.2257,1,0.1437,0,0.1674,0
02/06/2009,1.658,0,0.2226,0,0.184,1,0.2803,1
03/06/2009,1.6317,0,0.2242,1,0.2141,1,0.2452,0
04/06/2009,1.6175,0,0.2624,1,0.1276,0,0.1391,0
05/06/2009,1.5981,1,0.0317,0,-0.0106,0,0.0941,0
08/06/2009,1.6051,1,0.065,1,-0.0356,0,-0.0056,0
09/06/2009,1.6305,1,0.1505,1,-0.1006,0,-0.0069,0
10/06/2009,1.6359,1,0.1102,0,-0.0633,1,-0.0245,0
11/06/2009,1.6591,0,0.2131,1,0.1145,1,0.1697,1
12/06/2009,1.6443,0,0.2042,0,0.0951,0,0.1824,1
15/06/2009,1.632,1,0.1634,0,0.0427,0,0.1657,0
16/06/2009,1.6411,0,0.2407,1,0.1095,1,0.2402,1
17/06/2009,1.6401,0,0.1827,0,0.0369,0,0.0968,0
18/06/2009,1.6332,1,0.1165,0,-0.1083,0,0.0173,0
19/06/2009,1.6494,0,0.1142,0,-0.1111,0,0.0292,1
22/06/2009,1.6348,1,0.1316,1,-0.0808,1,0.062,1
23/06/2009,1.6455,0,0.1381,1,-0.0855,0,0.1192,1
24/06/2009,1.6407,0,-0.0274,0,-0.1611,0,0.0189,0
25/06/2009,1.6368,1,0.022,1,0.2132,1,0.1662,1
26/06/2009,1.6525,1,0.0528,1,0.237,1,0.1507,0
29/06/2009,1.6567,0,0.1357,1,0.2717,1,0.1392,0
30/06/2009,1.6458,1,0.8239,1,0.9284,1,0.7574,1
01/07/2009,1.6478,0,0.9343,0,1.0712,0,0.8335,0
02/07/2009,1.6394,0,0.9125,0,1.0912,1,0.8464,1
06/07/2009,1.6286,0,0.8638,0,1.0487,0,0.7617,0
07/07/2009,1.6139,0,0.8269,0,1.07,1,0.8276,1
08/07/2009,1.6072,1,0.794,0,1.1216,1,0.9099,1
09/07/2009,1.6335,0,0.8643,1,1.1868,1,0.987,1
10/07/2009,1.6211,1,0.8152,0,1.2337,1,1.0384,1
13/07/2009,1.6227,1,0.7595,0,1.1362,0,0.923,0
14/07/2009,1.6309,1,0.7796,1,1.09,0,0.8697,0
15/07/2009,1.6424,1,0.7603,0,0.9792,0,0.7962,0
16/07/2009,1.6438,0,0.7497,0,1.0177,1,0.7971,1
17/07/2009,1.6336,1,0.7822,1,1.0095,0,0.7697,0
20/07/2009,1.6548,0,0.8467,1,1.07,1,0.8227,1
21/07/2009,1.6459,1,0.8887,1,1.1614,1,0.9116,1
22/07/2009,1.6493,0,0.8957,1,1.1676,1,0.8967,0
23/07/2009,1.6479,0,0.9435,1,1.1501,0,0.9115,1
24/07/2009,1.6426,1,0.9344,0,1.1382,0,0.9052,0
27/07/2009,1.6488,0,0.9316,0,1.0866,0,0.8491,0
28/07/2009,1.6429,0,0.8725,0,1.0621,0,0.8474,0
29/07/2009,1.6379,1,0.7925,0,1.0534,0,0.9098,1
30/07/2009,1.6493,1,0.7755,0,1.042,0,0.9426,1
31/07/2009,1.6713,1,-0.0783,0,0.2326,0,0.1214,0
03/08/2009,1.6928,1,-0.0923,1,0.152,1,0.0457,1
04/08/2009,1.6939,1,-0.0926,0,0.1183,0,-0.0325,0
05/08/2009,1.6989,0,-0.1049,0,0.0846,0,-0.1189,0
06/08/2009,1.6783,0,-0.1151,0,0.0291,0,-0.2181,0
07/08/2009,1.6684,0,-0.1877,0,0.0059,0,-0.2532,0
10/08/2009,1.6481,0,-0.2585,0,0.0343,1,-0.1935,1
11/08/2009,1.6478,1,-0.2171,1,0.1546,1,-0.0577,1
12/08/2009,1.6482,1,-0.2892,0,0.1134,0,-0.1282,0
13/08/2009,1.6583,0,-0.2977,0,0.21,1,-0.009,1
14/08/2009,1.6543,0,-0.3285,0,0.1552,0,-0.0898,0
17/08/2009,1.6348,1,-0.297,1,0.188,1,-0.0634,1
18/08/2009,1.6561,0,-0.2273,1,0.1908,1,-0.0532,1
19/08/2009,1.6529,0,-0.2747,0,0.1382,0,-0.0657,0
20/08/2009,1.6507,1,-0.2857,0,0.126,0,-0.0243,1
21/08/2009,1.6508,0,-0.3939,0,-0.0248,0,-0.1229,0
24/08/2009,1.6417,0,-0.3253,1,0.0254,1,-0.0445,1
25/08/2009,1.6349,0,-0.3531,0,-0.0731,0,-0.0838,0
26/08/2009,1.6249,1,-0.3295,1,-0.0622,1,-0.0859,0
27/08/2009,1.6284,0,-0.3476,0,-0.0785,0,-0.0961,0
