date,fx,upDown,IR2,Up/Down (2),IR5,Up/Down (5),IR10,Up/Down (10)
10/05/2017,1.2938,0,-1.5218,0,-1.6599,0,-1.5481,0
11/05/2017,1.2886,1,-1.5167,1,-1.6577,1,-1.5284,1
12/05/2017,1.289,1,-1.4814,1,-1.6478,1,-1.5397,0
15/05/2017,1.2896,1,-1.4636,1,-1.6277,1,-1.5053,1
16/05/2017,1.2917,1,-1.4597,1,-1.6064,1,-1.4947,1
17/05/2017,1.297,0,-1.4258,1,-1.5612,1,-1.4563,1
18/05/2017,1.2938,1,-1.4612,0,-1.5832,0,-1.4714,0
19/05/2017,1.3036,0,-1.4553,1,-1.5623,1,-1.4416,1
22/05/2017,1.3,0,-1.4786,0,-1.5805,0,-1.4657,0
23/05/2017,1.2961,1,-1.4962,0,-1.6147,0,-1.4979,0
24/05/2017,1.2972,0,-1.4828,1,-1.5792,1,-1.4782,1
25/05/2017,1.2942,0,-1.5057,0,-1.6163,0,-1.5184,0
26/05/2017,1.2804,1,-1.4997,1,-1.6314,0,-1.5345,0
30/05/2017,1.2859,1,-1.5007,0,-1.6129,1,-1.5158,1
31/05/2017,1.289,0,-1.3508,1,-1.4666,1,-1.3568,1
01/06/2017,1.2882,1,-1.3588,1,-1.4535,1,-1.3384,1
02/06/2017,1.2888,1,-1.3779,0,-1.4308,1,-1.3211,1
05/06/2017,1.2904,1,-1.399,0,-1.4568,0,-1.3407,0
06/06/2017,1.2911,1,-1.401,0,-1.4668,0,-1.3611,0
07/06/2017,1.296,0,-1.3931,1,-1.4775,0,-1.3719,0
08/06/2017,1.2956,0,-1.3963,0,-1.4723,1,-1.3555,1
09/06/2017,1.2746,0,-1.4427,0,-1.5354,0,-1.3955,0
12/06/2017,1.2659,1,-1.4681,0,-1.588,0,-1.4475,0
13/06/2017,1.2754,0,-1.4223,1,-1.5353,1,-1.3779,1
14/06/2017,1.2751,1,-1.44,0,-1.5573,0,-1.3986,0
15/06/2017,1.2758,1,-1.3774,1,-1.4812,1,-1.3327,1
16/06/2017,1.2783,0,-1.3591,1,-1.4823,0,-1.3334,0
19/06/2017,1.2737,0,-1.381,0,-1.509,0,-1.3579,0
20/06/2017,1.2629,1,-1.4129,0,-1.5292,0,-1.3615,0
21/06/2017,1.2671,1,-1.3411,1,-1.4811,1,-1.3314,1
22/06/2017,1.2682,1,-1.3351,1,-1.4702,1,-1.3327,0
23/06/2017,1.2718,1,-1.3044,1,-1.4445,1,-1.3113,1
26/06/2017,1.2723,1,-1.2993,1,-1.4565,0,-1.326,0
27/06/2017,1.2814,1,-1.3022,0,-1.4565,0,-1.3151,1
28/06/2017,1.2926,1,-1.2593,1,-1.4116,1,-1.2739,1
29/06/2017,1.3007,1,-1.2092,1,-1.3622,1,-1.2166,1
30/06/2017,1.3025,0,-0.9237,0,-1.0884,0,-0.9467,0
03/07/2017,1.294,0,-0.9701,1,-1.1436,1,-0.9859,1
05/07/2017,1.2934,1,-0.9962,0,-1.1584,0,-0.9632,1
06/07/2017,1.2971,0,-0.9414,1,-1.1201,1,-0.9499,1
07/07/2017,1.289,0,-0.965,0,-1.151,0,-0.9806,0
10/07/2017,1.2881,0,-0.988,0,-1.1751,0,-1.005,0
11/07/2017,1.2848,1,-0.9771,1,-1.1446,1,-0.9855,1
12/07/2017,1.2885,1,-0.9399,1,-1.1061,1,-0.9567,1
13/07/2017,1.2939,1,-0.9363,1,-1.0958,1,-0.9424,1
14/07/2017,1.3098,0,-0.9306,1,-1.075,1,-0.9219,1
17/07/2017,1.3055,0,-0.9507,0,-1.1024,0,-0.9441,0
18/07/2017,1.304,0,-0.9727,0,-1.1169,0,-0.952,0
19/07/2017,1.3022,0,-0.983,0,-1.1406,0,-0.9776,0
20/07/2017,1.2973,1,-0.9651,1,-1.13,1,-0.9539,1
21/07/2017,1.2997,1,-0.9722,0,-1.1401,0,-0.9625,0
24/07/2017,1.3028,0,-0.9787,0,-1.1504,0,-0.9672,0
25/07/2017,1.3025,1,-0.9819,0,-1.174,0,-0.9774,0
26/07/2017,1.3122,0,-0.9781,1,-1.1355,1,-0.9542,1
27/07/2017,1.3066,1,-1.0171,0,-1.197,0,-1.0073,0
28/07/2017,1.3136,1,-0.9902,1,-1.1549,1,-0.9709,1
31/07/2017,1.3215,0,-1.0801,1,-1.2446,1,-1.0642,1
01/08/2017,1.3203,1,-1.0731,0,-1.2144,0,-1.0402,0
02/08/2017,1.3223,0,-1.075,0,-1.2176,0,-1.035,1
03/08/2017,1.3138,0,-1.116,0,-1.2579,0,-1.0722,0
04/08/2017,1.304,0,-1.0999,1,-1.2607,0,-1.086,0
07/08/2017,1.3035,0,-1.1339,0,-1.2907,0,-1.114,0
08/08/2017,1.2992,1,-1.1148,1,-1.2842,1,-1.1049,1
09/08/2017,1.3004,0,-1.1177,0,-1.306,0,-1.1386,0
10/08/2017,1.2977,1,-1.1036,1,-1.2831,1,-1.1155,1
11/08/2017,1.3014,0,-1.086,1,-1.2729,1,-1.1268,0
14/08/2017,1.2964,0,-1.1032,0,-1.2932,0,-1.1475,0
15/08/2017,1.2869,1,-1.1215,0,-1.3373,0,-1.1888,0
16/08/2017,1.2891,0,-1.0951,1,-1.2706,1,-1.117,1
17/08/2017,1.2868,1,-1.0766,1,-1.2522,1,-1.0983,1
18/08/2017,1.287,1,-1.0714,1,-1.2519,1,-1.1039,0
21/08/2017,1.29,0,-1.0802,0,-1.2596,0,-1.1117,0
22/08/2017,1.2824,0,-1.1046,0,-1.2936,0,-1.1261,0
23/08/2017,1.28,1,-1.1031,1,-1.2698,1,-1.107,1
24/08/2017,1.2801,1,-1.1417,0,-1.3132,0,-1.1409,0
25/08/2017,1.2882,1,-1.1515,0,-1.3028,1,-1.1129,1
29/08/2017,1.2918,1,-1.1505,1,-1.2796,1,-1.1292,0
30/08/2017,1.2925,1,-1.1505,0,-1.2777,1,-1.1009,1
31/08/2017,1.293,1,-1.4495,1,-1.561,1,-1.383,1
01/09/2017,1.2951,1,-1.457,0,-1.5843,0,-1.4087,0
05/09/2017,1.3033,1,-1.387,1,-1.5034,1,-1.3336,1
06/09/2017,1.3043,1,-1.4301,0,-1.5731,0,-1.3996,0
07/09/2017,1.3101,1,-1.404,1,-1.533,1,-1.3667,1
08/09/2017,1.32,0,-1.392,1,-1.5192,1,-1.3607,1
11/09/2017,1.3163,1,-1.3986,0,-1.535,0,-1.3856,0
12/09/2017,1.3283,0,-1.3588,1,-1.4924,1,-1.3322,1
13/09/2017,1.3211,1,-1.3561,1,-1.512,0,-1.3433,0
14/09/2017,1.3399,1,-1.2815,1,-1.424,1,-1.2547,1
15/09/2017,1.3594,0,-1.2063,1,-1.3715,1,-1.1933,1
18/09/2017,1.3495,1,-1.2707,0,-1.3916,0,-1.2267,0
19/09/2017,1.3503,0,-1.2871,0,-1.3901,1,-1.2156,1
20/09/2017,1.3495,1,-1.2932,0,-1.4213,0,-1.2256,0
21/09/2017,1.358,0,-1.2845,1,-1.4122,1,-1.2095,1
22/09/2017,1.3504,0,-1.286,0,-1.3944,1,-1.1949,1
25/09/2017,1.3466,0,-1.287,0,-1.3824,1,-1.1858,1
26/09/2017,1.3458,0,-1.2896,0,-1.3973,0,-1.2057,0
27/09/2017,1.3387,1,-1.3007,0,-1.3985,0,-1.2273,0
28/09/2017,1.3442,0,-1.2968,1,-1.3981,1,-1.2335,0
29/09/2017,1.3398,0,-1.3157,0,-1.438,0,-1.2686,0
02/10/2017,1.3276,0,-1.3528,0,-1.4734,0,-1.3128,0
03/10/2017,1.3237,1,-1.326,1,-1.4372,1,-1.2699,1
04/10/2017,1.3248,0,-1.3151,1,-1.4232,1,-1.2449,1
05/10/2017,1.3119,0,-1.3233,0,-1.4474,0,-1.261,0
06/10/2017,1.3066,1,-1.375,0,-1.4851,0,-1.2959,0
10/10/2017,1.3203,1,-1.3663,1,-1.4825,1,-1.2977,0
11/10/2017,1.3223,1,-1.3526,1,-1.4582,1,-1.2681,1
12/10/2017,1.3262,1,-1.3397,1,-1.43,1,-1.2367,1
13/10/2017,1.3285,0,-1.3239,1,-1.3928,1,-1.206,1
16/10/2017,1.3251,0,-1.3859,0,-1.4647,0,-1.2674,0
17/10/2017,1.319,1,-1.4373,0,-1.5311,0,-1.3238,0
18/10/2017,1.3205,0,-1.4209,1,-1.5262,1,-1.3315,0
19/10/2017,1.3159,1,-1.4074,1,-1.5152,1,-1.3388,0
20/10/2017,1.319,1,-1.4333,0,-1.5462,0,-1.3535,0
23/10/2017,1.3198,0,-1.4232,1,-1.5305,1,-1.3544,0
24/10/2017,1.3134,1,-1.412,1,-1.5399,0,-1.3619,0
25/10/2017,1.3262,0,-1.393,1,-1.496,1,-1.3277,1
26/10/2017,1.3161,0,-1.4339,0,-1.5517,0,-1.3769,0
27/10/2017,1.3128,1,-1.4275,1,-1.5361,1,-1.3584,1
30/10/2017,1.3208,1,-1.4187,1,-1.5151,1,-1.3334,1
31/10/2017,1.3283,0,-1.3397,0,-1.4365,0,-1.2473,0
01/11/2017,1.3245,0,-1.3239,1,-1.4102,1,-1.2291,1
02/11/2017,1.3059,1,-1.397,0,-1.494,0,-1.285,0
03/11/2017,1.3077,1,-1.3645,1,-1.477,1,-1.2705,1
06/11/2017,1.3171,0,-1.3747,0,-1.4764,1,-1.2603,1
07/11/2017,1.3166,0,-1.3919,0,-1.4964,0,-1.2835,0
08/11/2017,1.3116,1,-1.3912,1,-1.5149,0,-1.3093,0
09/11/2017,1.3145,1,-1.3583,1,-1.4766,1,-1.2766,1
10/11/2017,1.3196,0,-1.3671,0,-1.4605,1,-1.2564,1
13/11/2017,1.3116,1,-1.3908,0,-1.4909,0,-1.2775,0
14/11/2017,1.3165,1,-1.4002,0,-1.4852,1,-1.2507,1
15/11/2017,1.3171,1,-1.4064,0,-1.4846,1,-1.2362,1
16/11/2017,1.3195,1,-1.4082,0,-1.4959,0,-1.2663,0
17/11/2017,1.3215,1,-1.4423,0,-1.4917,1,-1.2495,1
20/11/2017,1.3235,1,-1.4605,0,-1.5239,0,-1.2746,0
21/11/2017,1.3239,1,-1.4725,0,-1.5396,0,-1.2819,0
22/11/2017,1.3325,1,-1.4617,1,-1.4887,1,-1.2437,1
24/11/2017,1.3337,0,-1.4853,0,-1.5336,0,-1.2918,0
27/11/2017,1.3318,1,-1.4774,1,-1.5128,1,-1.2747,1
28/11/2017,1.3339,1,-1.472,1,-1.5144,0,-1.2747,0
29/11/2017,1.3409,1,-1.449,1,-1.4869,1,-1.2502,1
30/11/2017,1.3525,0,-1.561,0,-1.6265,0,-1.3797,0
01/12/2017,1.3477,1,-1.592,0,-1.6777,0,-1.4285,0
04/12/2017,1.348,0,-1.6003,0,-1.6698,1,-1.3853,1
05/12/2017,1.3443,0,-1.6254,0,-1.6928,0,-1.3939,0
06/12/2017,1.3393,1,-1.6104,1,-1.6882,1,-1.4105,0
07/12/2017,1.3474,0,-1.5914,1,-1.682,1,-1.4104,1
08/12/2017,1.339,0,-1.5895,1,-1.6668,1,-1.397,1
11/12/2017,1.3341,0,-1.6529,0,-1.7456,0,-1.4866,0
12/12/2017,1.3318,1,-1.6591,0,-1.7448,1,-1.4781,1
13/12/2017,1.342,1,-1.5903,1,-1.6639,1,-1.4262,1
14/12/2017,1.3431,0,-1.661,0,-1.7264,0,-1.4753,0
15/12/2017,1.332,1,-1.6918,0,-1.7537,0,-1.503,0
18/12/2017,1.3383,1,-1.6827,1,-1.7633,0,-1.5462,0
19/12/2017,1.3385,0,-1.6955,0,-1.7832,0,-1.5594,0
20/12/2017,1.3376,1,-1.6877,1,-1.7786,1,-1.547,1
21/12/2017,1.3386,0,-1.7105,0,-1.7771,1,-1.5206,1
22/12/2017,1.3363,1,-1.7406,0,-1.801,0,-1.54,0
27/12/2017,1.34,1,-1.775,0,-1.7914,1,-1.5387,1
28/12/2017,1.3443,1,-1.7721,1,-1.8151,0,-1.5335,1
29/12/2017,1.3513,1,-1.745,1,-1.7834,1,-1.5154,1
02/01/2018,1.359,0,-1.7181,1,-1.7551,1,-1.4763,1
03/01/2018,1.3516,1,-1.7643,0,-1.8098,0,-1.5341,0
04/01/2018,1.3551,1,-1.7595,1,-1.8152,0,-1.5185,1
05/01/2018,1.3571,0,-1.7599,0,-1.8266,0,-1.5323,0
08/01/2018,1.3568,0,-1.7499,1,-1.822,1,-1.544,0
09/01/2018,1.354,0,-1.7312,1,-1.8307,0,-1.57,0
10/01/2018,1.3507,1,-1.7374,0,-1.8321,0,-1.5708,0
11/01/2018,1.3538,1,-1.7206,1,-1.8039,1,-1.5277,1
12/01/2018,1.3728,1,-1.7066,1,-1.7825,1,-1.5072,1
16/01/2018,1.3792,1,-1.7342,0,-1.8137,0,-1.5341,0
17/01/2018,1.3831,1,-1.7701,0,-1.8623,0,-1.5824,0
18/01/2018,1.3894,0,-1.7624,1,-1.859,1,-1.5956,0
19/01/2018,1.3858,1,-1.7997,0,-1.8931,0,-1.6222,0
22/01/2018,1.3987,1,-1.7898,1,-1.8736,1,-1.592,1
23/01/2018,1.4,1,-1.7723,1,-1.843,1,-1.5601,1
24/01/2018,1.4242,0,-1.7862,0,-1.8153,1,-1.5395,1
25/01/2018,1.4142,1,-1.7862,0,-1.791,1,-1.505,1
26/01/2018,1.416,0,-1.7893,0,-1.7972,0,-1.5159,0
29/01/2018,1.4074,1,-1.7973,0,-1.8113,0,-1.5406,0
30/01/2018,1.4147,1,-1.8163,0,-1.8354,0,-1.5599,0
31/01/2018,1.4191,1,-0.4766,1,-0.4959,1,-0.195,1
01/02/2018,1.4264,0,-0.4979,1,-0.5412,1,-0.2586,1
02/02/2018,1.4118,0,-0.4763,1,-0.5293,1,-0.2641,0
05/02/2018,1.3959,0,-0.3881,1,-0.4059,1,-0.1476,1
06/02/2018,1.3949,0,-0.4941,0,-0.5556,0,-0.2806,0
07/02/2018,1.3881,1,-0.4895,1,-0.5485,1,-0.2849,0
08/02/2018,1.3913,0,-0.4204,1,-0.444,1,-0.207,1
09/02/2018,1.3827,1,-0.4172,1,-0.4853,0,-0.2812,0
12/02/2018,1.3838,1,-0.3893,1,-0.4707,1,-0.2575,1
13/02/2018,1.3894,1,-0.403,0,-0.4348,1,-0.2114,1
14/02/2018,1.3999,1,-0.4496,0,-0.5109,0,-0.2622,0
15/02/2018,1.4099,0,-0.4854,0,-0.5368,0,-0.2635,0
16/02/2018,1.4026,0,-0.5295,0,-0.5761,0,-0.2939,0
20/02/2018,1.3996,0,-0.5417,0,-0.5856,0,-0.3046,0
21/02/2018,1.3918,1,-0.5901,0,-0.6438,0,-0.395,0
22/02/2018,1.3956,1,-0.56,1,-0.6182,1,-0.3747,1
23/02/2018,1.3971,0,-0.537,1,-0.5933,1,-0.345,1
26/02/2018,1.3968,0,-0.4209,1,-0.4369,1,-0.3533,0
27/02/2018,1.3909,0,-0.432,0,-0.4463,0,-0.3324,1
28/02/2018,1.376,1,-1.372,0,-1.3851,0,-1.2596,0
01/03/2018,1.3776,1,-1.3467,1,-1.3517,1,-1.2408,1
02/03/2018,1.3802,1,-1.3608,0,-1.3963,0,-1.2903,0
05/03/2018,1.3849,1,-1.3338,1,-1.3921,1,-1.2858,1
06/03/2018,1.3888,1,-1.3349,0,-1.3776,1,-1.2653,1
07/03/2018,1.3896,0,-1.3449,0,-1.3895,0,-1.2887,0
08/03/2018,1.3811,1,-1.3448,1,-1.377,1,-1.2831,1
09/03/2018,1.385,1,-1.327,1,-1.3812,0,-1.3018,0
12/03/2018,1.3906,1,-1.329,0,-1.366,1,-1.2741,1
13/03/2018,1.3962,0,-1.3159,1,-1.3501,1,-1.2556,1
14/03/2018,1.3962,0,-1.348,0,-1.3777,0,-1.28,0
15/03/2018,1.3937,1,-1.3766,0,-1.3919,0,-1.29,0
16/03/2018,1.3942,1,-1.3859,0,-1.4108,0,-1.3155,0
19/03/2018,1.4024,0,-1.3775,1,-1.4003,1,-1.3105,1
20/03/2018,1.3998,1,-1.3668,1,-1.3912,1,-1.3109,0
21/03/2018,1.4141,0,-1.2825,1,-1.3181,1,-1.256,1
22/03/2018,1.4096,1,-1.2786,1,-1.3301,0,-1.2844,0
23/03/2018,1.4132,1,-1.2608,1,-1.3003,1,-1.2685,1
26/03/2018,1.4229,0,-1.2804,0,-1.3421,0,-1.312,0
27/03/2018,1.4157,0,-1.2771,1,-1.278,1,-1.2543,1
28/03/2018,1.4077,0,-1.3532,0,-1.3756,0,-1.3147,0
29/03/2018,1.4018,1,-1.3431,1,-1.352,1,-1.2889,1
03/04/2018,1.4057,1,-1.3412,1,-1.3727,0,-1.3163,0
04/04/2018,1.4079,0,-1.3484,0,-1.3933,0,-1.3347,0
05/04/2018,1.4003,1,-1.3276,1,-1.369,1,-1.314,1
06/04/2018,1.4092,1,-1.3041,1,-1.3288,1,-1.2775,1
09/04/2018,1.4131,1,-1.3013,1,-1.3316,0,-1.272,1
10/04/2018,1.4176,1,-1.3189,0,-1.3567,0,-1.2939,0
11/04/2018,1.4177,1,-1.317,1,-1.3559,1,-1.2918,1
12/04/2018,1.4228,1,-1.323,0,-1.3667,0,-1.2798,1
13/04/2018,1.4238,1,-1.3486,0,-1.3866,0,-1.2917,0
16/04/2018,1.4339,0,-1.3553,0,-1.3755,1,-1.2637,1
17/04/2018,1.4288,0,-1.409,0,-1.4121,0,-1.2925,0
18/04/2018,1.4203,0,-1.4813,0,-1.4889,0,-1.3588,0
19/04/2018,1.4087,0,-1.4235,1,-1.4279,1,-1.2898,1
20/04/2018,1.4,0,-1.5323,0,-1.5409,0,-1.3812,0
23/04/2018,1.394,1,-1.5094,1,-1.5157,1,-1.3362,1
24/04/2018,1.3978,0,-1.4986,1,-1.505,1,-1.3605,0
25/04/2018,1.3932,0,-1.5008,0,-1.4986,1,-1.3869,0
26/04/2018,1.3919,0,-1.4927,1,-1.4874,1,-1.3769,1
27/04/2018,1.3781,0,-1.5848,0,-1.5576,0,-1.4118,0
30/04/2018,1.3763,0,-1.7119,0,-1.6792,0,-1.5351,0
01/05/2018,1.3614,0,-1.7272,1,-1.7064,1,-1.5594,1
02/05/2018,1.3576,0,-1.6642,1,-1.6395,1,-1.5093,1
03/05/2018,1.3575,0,-1.7152,0,-1.6943,0,-1.5558,0
04/05/2018,1.3531,1,-1.7199,0,-1.6757,1,-1.5497,1
08/05/2018,1.3547,0,-1.7044,1,-1.6653,1,-1.532,1
09/05/2018,1.3547,0,-1.715,0,-1.6748,0,-1.5472,0
10/05/2018,1.3519,1,-1.7472,0,-1.7016,0,-1.5322,1
11/05/2018,1.3542,1,-1.7439,1,-1.7022,0,-1.5265,1
14/05/2018,1.3556,0,-1.7415,1,-1.7021,1,-1.5314,0
15/05/2018,1.3502,0,-1.7345,1,-1.7126,0,-1.5553,0
16/05/2018,1.3486,1,-1.7631,0,-1.7562,0,-1.5934,0
17/05/2018,1.3516,0,-1.7017,1,-1.6979,1,-1.5482,1
18/05/2018,1.3469,0,-1.7247,0,-1.7051,0,-1.5559,0
21/05/2018,1.3427,1,-1.7686,0,-1.739,0,-1.5836,0
22/05/2018,1.3432,0,-1.732,1,-1.6928,1,-1.5367,1
23/05/2018,1.3347,1,-1.7512,0,-1.6929,0,-1.5545,0
24/05/2018,1.338,0,-1.7561,0,-1.7091,0,-1.576,0
25/05/2018,1.3309,0,-1.7838,0,-1.7312,0,-1.6103,0
29/05/2018,1.3249,1,-1.7201,1,-1.6561,1,-1.584,1
30/05/2018,1.3286,1,-1.7685,0,-1.7051,0,-1.598,0
31/05/2018,1.3298,1,-1.8174,0,-1.7472,0,-1.6286,0
01/06/2018,1.3346,0,-1.8236,1,-1.7613,1,-1.6242,1
04/06/2018,1.3313,1,-1.8511,0,-1.7809,0,-1.6454,0
05/06/2018,1.3393,1,-1.8268,1,-1.7615,1,-1.6447,1
06/06/2018,1.3413,1,-1.7921,1,-1.7271,1,-1.5977,1
07/06/2018,1.3423,0,-1.7436,1,-1.6614,1,-1.5204,1
08/06/2018,1.3405,0,-1.7557,0,-1.6898,0,-1.5581,0
11/06/2018,1.3379,0,-1.7712,0,-1.6927,0,-1.5446,1
12/06/2018,1.3372,1,-1.7867,0,-1.7043,0,-1.5598,0
13/06/2018,1.3376,0,-1.8215,0,-1.7457,0,-1.5973,0
14/06/2018,1.3262,1,-1.8285,0,-1.7409,1,-1.6011,0
15/06/2018,1.3278,0,-1.8241,1,-1.7404,1,-1.5925,1
18/06/2018,1.3245,0,-1.8292,0,-1.7396,1,-1.5929,0
19/06/2018,1.3174,0,-1.8422,0,-1.7452,0,-1.6137,0
20/06/2018,1.3172,1,-1.8509,0,-1.7747,0,-1.6419,0
21/06/2018,1.324,1,-1.8069,1,-1.7318,1,-1.6197,1
22/06/2018,1.3261,1,-1.7752,1,-1.6948,1,-1.5759,1
25/06/2018,1.3281,0,-1.7949,0,-1.7085,0,-1.5863,0
26/06/2018,1.3225,0,-1.7889,1,-1.6983,1,-1.5736,1
27/06/2018,1.3113,0,-1.798,0,-1.6922,1,-1.5806,0
28/06/2018,1.3078,1,-1.8011,0,-1.7042,0,-1.5735,1
29/06/2018,1.3207,0,-1.8042,0,-1.7118,0,-1.5821,0
02/07/2018,1.3143,1,-1.8415,0,-1.7508,0,-1.6161,0
03/07/2018,1.3193,1,-1.8272,1,-1.7361,1,-1.5879,1
05/07/2018,1.3222,1,-1.8217,1,-1.7119,1,-1.5711,1
06/07/2018,1.3283,0,-1.7875,1,-1.6858,1,-1.5547,1
09/07/2018,1.326,1,-1.848,0,-1.7384,0,-1.6044,0
10/07/2018,1.3276,0,-1.8153,1,-1.6907,1,-1.5471,1
11/07/2018,1.3205,1,-1.8236,0,-1.7012,0,-1.5551,0
12/07/2018,1.3206,1,-1.8429,0,-1.7118,0,-1.5634,0
13/07/2018,1.3222,1,-1.836,1,-1.6949,1,-1.5541,1
16/07/2018,1.3235,0,-1.8486,0,-1.7172,0,-1.5782,0
17/07/2018,1.3115,0,-1.8644,0,-1.7395,0,-1.602,0
18/07/2018,1.3069,0,-1.8683,0,-1.7776,0,-1.6432,0
19/07/2018,1.3014,1,-1.8627,1,-1.7676,1,-1.653,0
20/07/2018,1.3136,0,-1.8571,1,-1.7725,0,-1.6611,0
23/07/2018,1.3101,1,-1.8647,0,-1.7916,0,-1.6821,0
24/07/2018,1.3145,1,-1.8681,0,-1.7915,1,-1.6726,1
25/07/2018,1.3189,0,-1.9034,0,-1.8208,0,-1.7006,0
26/07/2018,1.3109,0,-1.9215,0,-1.8327,0,-1.6984,1
27/07/2018,1.3105,1,-1.9094,1,-1.8154,1,-1.6742,1
30/07/2018,1.3133,0,-1.8833,1,-1.7826,1,-1.6298,1
31/07/2018,1.3124,1,-1.8974,0,-1.7889,0,-1.6298,0
01/08/2018,1.3127,0,-1.8876,0,-1.7731,0,-1.6264,0
02/08/2018,1.3017,0,-1.8744,1,-1.7508,1,-1.6089,1
03/08/2018,1.3001,0,-1.8922,0,-1.7525,0,-1.6198,0
06/08/2018,1.2944,0,-1.9172,0,-1.7691,0,-1.6355,0
07/08/2018,1.2939,0,-1.9387,0,-1.7904,0,-1.648,0
08/08/2018,1.2882,0,-1.9297,1,-1.7882,1,-1.647,1
09/08/2018,1.2824,0,-1.9102,1,-1.7725,1,-1.6298,1
10/08/2018,1.2758,1,-1.9012,1,-1.7568,1,-1.6312,0
13/08/2018,1.2771,0,-1.9064,0,-1.7539,1,-1.6266,1
14/08/2018,1.2723,0,-1.923,0,-1.7659,0,-1.6355,0
15/08/2018,1.2697,1,-1.9182,1,-1.7606,1,-1.6373,0
16/08/2018,1.2716,1,-1.9144,1,-1.7543,1,-1.6259,1
17/08/2018,1.2749,1,-1.8979,1,-1.7553,0,-1.6245,1
20/08/2018,1.2798,1,-1.8801,1,-1.7161,1,-1.596,1
21/08/2018,1.2901,1,-1.8734,1,-1.7007,1,-1.5628,1
22/08/2018,1.2911,0,-1.8672,1,-1.6909,1,-1.5469,1
23/08/2018,1.2811,1,-1.8942,0,-1.7115,0,-1.5561,0
24/08/2018,1.2846,1,-1.8972,0,-1.6952,1,-1.5318,1
28/08/2018,1.2873,1,-1.9314,0,-1.7357,0,-1.4284,1
29/08/2018,1.3026,0,-1.9125,1,-1.698,1,-1.395,1
30/08/2018,1.3009,0,-1.9042,1,-1.687,1,-1.4,0
31/08/2018,1.296,0,-2.4959,1,-2.2992,0,-2.0334,0
04/09/2018,1.2855,1,-2.5093,1,-2.3409,1,-2.0695,1
05/09/2018,1.2905,1,-2.5093,0,-2.3295,1,-2.0602,1
06/09/2018,1.293,0,-2.495,1,-2.3215,1,-2.0571,1
07/09/2018,1.292,1,-2.5405,0,-2.3741,0,-2.0798,0
10/09/2018,1.3026,1,-2.5438,0,-2.3698,1,-2.0624,1
11/09/2018,1.3033,1,-2.5498,0,-2.3771,0,-2.0755,0
12/09/2018,1.3045,1,-2.5541,0,-2.379,0,-2.0786,0
13/09/2018,1.3108,0,-2.5525,1,-2.3723,1,-2.066,1
14/09/2018,1.3068,1,-2.5617,0,-2.3753,0,-2.0659,1
17/09/2018,1.3157,0,-2.5579,1,-2.3509,1,-2.0507,1
18/09/2018,1.3148,0,-2.5788,0,-2.3928,0,-2.0871,0
19/09/2018,1.3144,1,-2.5467,1,-2.3564,1,-2.0546,1
20/09/2018,1.3265,0,-2.5724,0,-2.3753,0,-2.0776,0
21/09/2018,1.3072,1,-2.5899,0,-2.4045,0,-2.1098,0
24/09/2018,1.312,1,-2.5899,0,-2.3805,1,-2.0759,1
25/09/2018,1.3184,0,-2.6031,0,-2.3754,1,-2.0644,1
26/09/2018,1.3167,0,-2.6038,0,-2.3694,1,-2.055,1
27/09/2018,1.3079,0,-2.5949,1,-2.3693,1,-2.0538,1
28/09/2018,1.3031,1,-2.5948,1,-2.3859,0,-2.0882,0
01/10/2018,1.3042,0,-2.5839,1,-2.3814,1,-2.0956,0
02/10/2018,1.2979,0,-2.6138,0,-2.4262,0,-2.1351,0
03/10/2018,1.294,1,-2.637,0,-2.4829,0,-2.2063,0
04/10/2018,1.3021,1,-2.582,1,-2.401,1,-2.118,1
05/10/2018,1.312,1,-2.565,1,-2.3793,1,-2.1108,1
09/10/2018,1.3143,1,-2.5691,0,-2.3737,1,-2.0903,1
10/10/2018,1.3196,1,-2.5291,1,-2.3147,1,-2.0349,1
11/10/2018,1.323,0,-2.5754,0,-2.3624,0,-2.0758,0
12/10/2018,1.3153,0,-2.6168,0,-2.4179,0,-2.1283,0
15/10/2018,1.3152,1,-2.637,0,-2.4398,0,-2.1457,0
16/10/2018,1.3181,0,-2.6485,0,-2.4556,0,-2.1543,0
17/10/2018,1.3115,0,-2.6855,0,-2.514,0,-2.23,0
18/10/2018,1.3018,1,-2.7101,0,-2.5202,0,-2.2406,0
19/10/2018,1.3076,0,-2.6958,1,-2.4973,1,-2.2161,1
22/10/2018,1.2963,1,-2.7422,0,-2.5518,0,-2.2708,0
23/10/2018,1.2983,0,-2.742,1,-2.557,0,-2.2986,0
24/10/2018,1.2881,0,-2.6805,1,-2.5008,1,-2.2465,1
25/10/2018,1.2817,1,-2.6977,0,-2.5326,0,-2.2757,0
26/10/2018,1.2828,0,-2.6822,1,-2.5341,0,-2.2925,0
29/10/2018,1.2793,0,-2.6944,0,-2.542,0,-2.2859,1
30/10/2018,1.2706,1,-2.7287,0,-2.5742,0,-2.3237,0
31/10/2018,1.2766,1,-2.0159,1,-1.8479,1,-1.6065,1
01/11/2018,1.3012,0,-1.9735,0,-1.8123,0,-1.5753,0
02/11/2018,1.297,1,-2.0014,0,-1.85,0,-1.6181,0
05/11/2018,1.3041,1,-2.0035,0,-1.84,1,-1.5998,1
06/11/2018,1.3099,1,-2.0059,0,-1.8454,0,-1.5886,1
